customer_id,plan_type,tenure_months,monthly_spend,monthly_usage_gb,call_minutes,message_count,days_since_last_payment,complaints_count,is_churned
CUS0005028,basic,38,28.17,20.07,719,284,57,0,0
CUS0006623,basic,20,16.19,15.86,781,161,54,4,1
CUS0006757,premium,1,70.95,0.0,144,42,8,0,0
CUS0001075,premium,45,92.89,18.17,712,18,9,2,0
CUS0006052,premium,7,61.32,1.6,266,126,9,0,0
CUS0003522,basic,67,22.98,0.0,672,41,17,1,0
CUS0005631,standard,71,47.97,15.7,618,87,1,2,0
CUS0001290,STANDARD,2,46.78,10.83,424,63,5,2,0
CUS0001310,basic,24,28.86,14.15,270,62,6,1,0
CUS0003403,basic,28,11.78,13.61,484,12,24,1,0
CUS0001152,basic,29,19.32,9.28,762,62,58,2,0
CUS0000626,basic,38,26.97,0.0,297,161,54,0,1
CUS0004439,standard,50,35.55,0.0,26,295,6,4,0
CUS0001927,basic,62,13.37,13.8,366,261,28,1,0
CUS0001664,premium,37,119.51,12.78,104,107,36,2,0
CUS0001095, standard,32,49.17,8.87,376,61,19,3,0
CUS0003782,standard,27,57.26,2.7,832,182,6,1,0
CUS0003351,Basic,32,28.74,13.72,145,158,32,0,0
CUS0001754,basic,50,27.43,19.04,84,264,50,0,0
CUS0003898,standard,1,67.61,2.29,599,174,71,2,1
CUS0005014,standard,26,68.64,3.13,935,261,22,0,0
CUS0000885,basic,30,11.65,8.79,55,130,2,4,1
CUS0002785,Basic,22,20.9,8.89,932,36,10,2,0
CUS0005796,basic,7,15.49,9.62,848,24,66,1,1
CUS0003085,standard,63,57.49,0.0,104,19,12,0,0
CUS0005425,basic,17,12.27,,291,213,51,0,1
CUS0000583,basic,69,16.92,,86,90,27,5,0
CUS0000905,premium,42,104.19,5.52,377,183,19,4,0
CUS0004473,standard,48,43.01,2.63,796,290,20,3,0
CUS0001752,standard,21,50.61,2.23,652,247,38,0,0
CUS0003696,basic,54,15.19,8.82,904,6,17,1,0
CUS0001177,basic,53,27.42,,943,58,39,2,0
CUS0003596,basic,13,24.99,14.2,261,174,5,1,1
CUS0005122,premium,40,99.44,8.05,523,173,4,0,0
CUS0001380,standard,32,58.09,17.05,118,273,31,3,1
CUS0004747,premium,47,99.6,10.2,683,219,5,1,0
CUS0004967,standard,16,48.51,4.05,601,124,2,3,0
CUS0000739,basic,16,25.25,8.98,992,64,18,1,0
CUS0003087,basic,46,26.25,13.63,228,30,12,2,0
CUS0005160,basic,4,10.85,10.04,895,0,14,0,0
CUS0007558, basic,4,12.75,1.56,661,245,12,2,1
CUS0002080,Premium,18,107.24,11.1,49,122,49,6,1
CUS0001638,premium,53,60.82,13.79,457,45,13,3,0
CUS0000849,standard,46,30.88,6.26,877,182,25,4,0
CUS0007080,basic,62,21.52,10.84,523,157,39,0,1
CUS0005436,basic,39,19.93,0.94,17,61,68,5,1
CUS0001850,basic,52,26.17,3.59,550,14,28,0,0
CUS0006475,standard,18,39.49,21.62,465,233,0,1,0
CUS0007408,basic,31,24.23,23.34,834,181,24,2,0
CUS0005326,premium,60,115.66,6.29,122,151,7,2,0
CUS0004834,basic,34,,11.23,91,174,47,4,0
CUS0002595,basic,45,15.39,11.64,650,102,15,2,0
CUS0003424,basic,63,23.14,2.99,13,120,9,0,0
CUS0005439,standard,72,51.63,14.24,334,18,4,0,0
CUS0005300, basic,27,16.2,5.8,830,172,9,0,0
CUS0003566,basic,65,14.77,10.03,351,186,25,0,0
CUS0004098,premium,38,76.25,13.57,954,254,24,0,0
CUS0005580,standard,50,46.52,12.34,200,16,17,0,0
CUS0002090, premium,1,73.22,4.01,732,210,30,0,0
CUS0004113,standard,59,57.78,0.37,77,175,14,1,0
CUS0000352,standard,8,53.86,9.04,186,117,15,2,1
CUS0007589,basic,42,15.39,4.95,121,93,46,5,0
CUS0004966,basic,56,16.97,10.12,313,161,18,1,0
CUS0006583,standard,69,64.62,4.9,478,248,23,0,0
CUS0000106,standard,12,46.18,10.45,335,232,23,1,0
CUS0001028,premium,11,66.52,2.04,878,210,41,0,0
CUS0005112,premium,40,73.09,7.58,971,185,55,1,0
CUS0001959, standard,21,61.16,1.06,842,102,37,1,0
CUS0002734,basic,9,20.11,6.83,402,76,0,0,1
CUS0005920,basic,29,28.35,0.0,879,62,10,4,0
CUS0003593, premium,72,112.94,19.22,659,276,44,4,0
CUS0001140,standard,20,62.58,4.36,131,208,20,1,0
CUS0001081, standard,61,35.88,4.97,322,7,18,0,0
CUS0006885, standard,55,60.72,12.59,555,76,8,2,0
CUS0001134,basic,32,19.13,9.0,412,91,11,5,0
CUS0006396, premium,71,101.86,5.17,273,36,50,0,0
CUS0006384,standard,42,58.17,0.56,634,217,11,0,0
CUS0005168,basic,35,11.42,7.06,398,116,16,1,0
CUS0005270,standard,31,38.69,17.59,144,138,10,0,0
CUS0004311,standard,9,61.24,0.08,96,210,24,0,0
CUS0003433,basic,4,20.42,7.78,993,86,15,0,0
CUS0007758,standard,20,57.29,5.48,993,168,3,0,0
CUS0005814,basic,3,26.42,16.63,984,266,1,2,1
CUS0006533,standard,31,37.69,10.94,772,97,43,6,1
CUS0004828,standard,61,67.57,6.55,352,154,40,0,0
CUS0002031,standard,24,62.07,11.86,839,272,25,2,0
CUS0000713,basic,41,12.85,,544,121,53,1,0
CUS0000365,premium,68,102.83,7.8,448,44,26,1,0
CUS0000146,premium,67,60.4,0.54,557,19,49,6,0
CUS0002076,basic,72,11.71,0.0,501,171,22,1,0
CUS0003087,basic,46,26.25,13.63,228,30,12,2,0
CUS0007419,standard,72,58.75,5.24,617,183,28,2,0
CUS0004743,basic,43,2141.0,12.56,238,47,44,1,0
CUS0001922,basic,17,27.53,9.69,613,119,34,0,0
CUS0007164,standard,50,,10.25,947,216,8,3,0
CUS0005611,premium,63,76.48,10.17,468,51,45,1,0
CUS0002891,basic,24,10.47,0.63,233,288,71,1,1
CUS0007940,standard,6,40.35,9.84,44,160,41,2,0
CUS0004280,basic,9,21.08,3.02,431,113,21,6,1
CUS0000734,premium,2,91.46,0.0,445,38,6,0,0
CUS0001543,basic,20,13.36,2.49,330,122,21,3,0
CUS0007845,standard,68,44.28,8.79,928,195,0,2,0
CUS0003745,standard,15,44.34,4.73,655,189,34,0,0
CUS0003740,standard,41,39.89,18.53,412,59,16,5,1
CUS0002117,standard,57,62.69,3.35,666,241,10,1,0
CUS0002074,basic,31,18.17,4.08,784,215,7,1,0
CUS0003317,standard,17,42.13,0.18,735,284,7,1,0
CUS0001688,basic,71,21.14,13.15,209,42,7,2,0
CUS0000112,basic,45,24.38,5.7,774,245,9,0,1
CUS0005172,basic,24,28.43,10.68,757,31,11,0,0
CUS0001265,premium,9,,5.4,798,119,36,1,1
CUS0003006,basic,16,25.5,13.67,402,141,30,1,0
CUS0004378,basic,63,17.02,5.0,470,57,21,1,0
CUS0002051,premium,54,106.54,14.59,354,285,42,1,0
CUS0004168,basic,38,10.16,7.6,856,61,19,0,0
CUS0001084,standard,71,37.1,10.65,877,275,9,0,0
CUS0002139,basic,27,10.08,8.86,598,107,8,0,0
CUS0001694,standard,39,60.29,,341,64,10,0,0
CUS0004557, basic,28,17.64,8.91,36,227,42,0,0
CUS0004340,basic,68,14.15,7.18,717,34,27,3,0
CUS0003368,standard,60,58.58,3.57,67,259,13,1,0
CUS0000863,standard,66,58.15,1.02,777,218,22,4,0
CUS0003641,standard,54,53.17,6.93,194,129,11,1,0
CUS0001301,basic,68,25.37,12.14,297,177,26,0,0
CUS0005556,basic,44,13.07,5.53,22,136,62,1,0
CUS0007555,premium,8,76.53,11.08,378,168,36,1,0
CUS0000377,basic,29,17.58,8.92,811,101,55,1,0
CUS0001215,STANDARD,45,68.4,7.3,332,163,71,2,0
CUS0003210,basic,28,27.03,8.01,815,201,25,3,0
CUS0003588,basic,7,12.14,0.0,634,173,25,0,1
CUS0007573,Standard,25,4782.0,8.56,500,142,47,5,1
CUS0000009,basic,25,16.79,10.83,724,207,70,0,1
CUS0003227,standard,8,54.05,2.28,323,247,42,0,0
CUS0003457, premium,56,115.86,9.24,317,13,3,2,0
CUS0003776,basic,64,21.61,,757,57,18,1,0
CUS0007244,basic,23,27.0,3.65,227,62,27,0,0
CUS0002960,standard,36,56.23,0.94,326,142,19,0,0
CUS0003828,premium,6,69.76,12.99,931,75,18,1,0
CUS0002150,basic,69,11.24,0.0,296,97,61,4,1
CUS0002559,basic,15,28.32,11.92,983,150,38,2,1
CUS0001632,basic,33,18.78,0.0,455,130,18,1,0
CUS0005774,basic,20,12.83,8.28,155,168,42,0,0
CUS0005674,basic,23,,11.84,963,112,51,1,0
CUS0006541,Basic,29,21.19,7.57,675,226,12,4,0
CUS0000318,basic,67,18.88,10.64,342,91,17,0,0
CUS0004684,basic,63,13.45,12.0,351,81,13,0,0
CUS0006994,basic,40,19.78,13.78,213,192,48,4,1
CUS0006918,standard,71,50.89,7.66,939,220,45,2,0
CUS0004793,standard,4,5659.0,1.41,666,267,14,5,1
CUS0000125,basic,40,19.43,9.0,352,297,14,1,0
CUS0007894,standard,49,30.34,11.76,437,67,23,0,1
CUS0002193,basic,30,23.74,5.71,560,267,15,0,0
CUS0005212,premium,62,62.69,1.83,348,40,38,1,0
CUS0007919,premium,59,102.41,4.92,208,235,32,0,0
CUS0001021,Premium,34,71.18,10.52,175,126,31,3,0
CUS0006554,basic,49,12.23,6.58,137,134,13,1,0
CUS0003459,basic,8,24.19,12.79,495,172,12,6,0
CUS0005411,standard,43,40.86,,902,13,15,3,0
CUS0006687,standard,50,33.32,9.06,471,1,40,0,0
CUS0002709,standard,36,61.7,,90,196,40,0,0
CUS0002615,standard,14,49.78,2.33,489,263,16,3,0
CUS0000137,premium,38,83.75,7.71,35,45,77,0,0
CUS0000744,standard,20,34.18,3.21,973,57,61,1,1
CUS0003957,standard,42,66.46,9.87,69,5,10,5,1
CUS0003901,standard,7,58.51,0.0,577,72,16,1,1
CUS0004924,standard,3,41.99,0.0,520,70,5,0,0
CUS0006326,premium,31,114.9,5.9,934,190,0,0,0
CUS0005603,basic,31,27.88,6.67,281,117,12,1,0
CUS0007379,basic,15,12.94,3.35,968,125,19,0,0
CUS0007586,basic,24,27.85,10.06,35,155,40,1,0
CUS0003417,basic,57,22.54,13.77,460,83,12,0,0
CUS0005812,standard,33,30.49,9.22,402,137,1,3,0
CUS0005379,standard,54,58.33,6.37,603,177,13,2,0
CUS0000216,premium,41,115.71,2.67,408,193,22,1,0
CUS0003412,premium,34,116.41,17.82,463,217,5,5,0
CUS0003265,standard,49,40.57,7.95,676,69,46,0,0
CUS0006453,standard,13,50.35,0.63,648,103,10,5,1
CUS0007263,standard,14,40.81,8.99,600,213,60,1,1
CUS0005084,basic,60,17.23,6.12,144,285,37,1,0
CUS0005372,Basic,44,15.77,6.85,806,8,16,1,0
CUS0004745,basic,61,21.87,5.21,968,185,28,0,0
CUS0000861, basic,15,27.42,5.36,168,273,32,1,0
CUS0000992,standard,23,33.52,7.94,470,70,20,0,0
CUS0007687,standard,32,37.73,14.37,328,0,47,0,0
CUS0000655,basic,62,26.18,6.87,921,150,5,0,0
CUS0004189,premium,46,77.28,16.15,898,139,19,0,1
CUS0004465,standard,69,35.27,17.29,652,192,14,1,0
CUS0004706,basic,3,13.31,15.71,194,50,28,2,0
CUS0000615,basic,24,11.62,9.08,932,104,20,2,0
CUS0007547,basic,42,19.44,4.99,833,143,31,1,0
CUS0002230,Basic,5,13.66,4.73,171,291,21,0,0
CUS0001924,basic,22,17.93,2.31,581,201,33,0,0
CUS0002806,standard,45,47.82,2.86,225,86,19,1,0
CUS0007285,basic,16,20.21,0.0,404,275,26,0,0
CUS0006224,premium,24,60.62,16.57,421,27,24,0,0
CUS0000972,standard,32,66.14,6.41,998,158,9,0,1
CUS0007723,premium,38,107.6,3.81,184,225,43,5,0
CUS0001374,premium,6,67.73,2.32,753,15,10,1,1
CUS0005712,basic,63,29.49,13.57,50,37,52,3,1
CUS0002800,standard,72,42.85,0.0,996,69,36,1,0
CUS0002761,premium,70,86.26,10.58,394,54,22,2,0
CUS0005118,standard,72,37.67,4.21,313,235,81,2,0
CUS0003572,Basic,21,13.46,0.11,541,63,24,0,0
CUS0003410,basic,41,24.73,15.65,313,126,9,1,0
CUS0002135,PREMIUM,-8,95.86,5.51,292,267,3,0,0
CUS0000589,standard,11,59.29,2.06,219,244,2,3,0
CUS0001848,standard,44,32.27,14.82,45,114,16,0,1
CUS0002412,standard,62,31.32,7.02,876,238,7,3,0
CUS0004911,basic,10,23.16,8.74,649,109,57,3,1
CUS0003924,basic,5,21.37,7.81,23,180,41,0,1
CUS0007737,basic,65,23.62,1.95,943,238,22,3,0
CUS0005576,standard,17,46.82,0.0,554,260,53,0,0
CUS0000706, premium,37,,17.97,253,291,63,2,0
CUS0001456,premium,60,117.7,14.96,279,258,12,1,0
CUS0006199,Basic,20,21.92,0.88,960,196,16,0,1
CUS0001531,basic,26,12.06,17.75,790,136,21,1,0
CUS0006317,basic,56,19.51,5.59,566,140,33,4,1
CUS0006343,premium,69,68.14,8.91,986,106,6,1,0
CUS0005126,basic,48,23.63,6.64,931,263,5,0,0
CUS0007019,basic,54,26.45,6.09,507,281,23,0,0
CUS0007473,BASIC,30,20.94,2.25,181,147,21,1,0
CUS0003841,basic,35,21.41,13.63,403,264,47,0,0
CUS0000488,premium,18,91.6,7.65,269,189,17,1,0
CUS0000164,standard,32,48.81,6.25,82,195,39,0,0
CUS0001379,premium,54,82.8,0.0,669,211,47,0,0
CUS0001815,basic,19,21.59,6.99,606,263,79,4,1
CUS0006946,BASIC,50,13.28,4.17,276,118,30,1,0
CUS0006308,premium,3,64.8,8.16,498,296,2,0,0
CUS0005870,standard,26,68.12,15.27,557,68,5,0,0
CUS0001941, basic,51,15.62,15.55,32,115,10,0,0
CUS0004284,basic,13,19.13,12.62,144,275,45,0,0
CUS0004309,basic,17,10.8,9.23,598,239,27,0,1
CUS0004656,standard,35,49.97,8.78,215,89,18,2,1
CUS0000929,standard,54,49.19,13.8,534,87,13,0,0
CUS0002882,standard,32,48.82,5.6,528,281,22,3,0
CUS0005851,standard,31,57.56,6.08,990,214,28,0,0
CUS0004768,basic,16,22.9,6.08,2,75,10,0,0
CUS0006022,basic,56,27.7,15.53,178,204,35,0,0
CUS0004409, standard,26,43.0,5.55,384,81,36,1,1
CUS0004259,basic,37,10.19,4.36,823,299,11,0,0
CUS0002102,standard,30,53.25,7.55,868,199,5,2,0
CUS0003003,basic,55,29.34,4.48,490,75,28,0,0
CUS0003814,basic,57,23.3,4.36,932,219,58,0,0
CUS0007657,basic,17,21.82,6.26,522,79,42,0,1
CUS0006242,standard,31,36.15,12.9,769,249,14,0,0
CUS0006537,standard,47,58.68,5.86,250,148,13,1,0
CUS0007452,PREMIUM,22,95.42,0.0,665,98,2,4,0
CUS0002870,premium,2,66.59,,910,9,38,0,0
CUS0003030,standard,34,38.06,15.05,499,214,13,3,0
CUS0001724,basic,66,19.48,6.94,198,258,31,0,0
CUS0002075,basic,23,20.3,0.0,785,119,49,3,1
CUS0004388,basic,33,29.11,11.6,498,287,0,0,0
CUS0005240,basic,11,17.03,8.02,727,263,5,1,0
CUS0000642,basic,52,27.46,7.04,595,113,23,0,0
CUS0000522,basic,59,21.38,6.48,4,224,28,0,0
CUS0005963,basic,31,17.33,4.14,48,107,38,1,1
CUS0004229,basic,71,10.85,15.64,456,157,7,0,0
CUS0004643,premium,2,83.75,1.44,153,245,11,0,1
CUS0006100,basic,33,29.62,7.97,944,250,31,5,0
CUS0001967,standard,16,33.27,12.78,833,201,26,0,0
CUS0000121,premium,46,80.83,7.38,854,207,34,0,0
CUS0004672,standard,35,67.05,2.73,960,117,44,0,0
CUS0004526,premium,4,90.11,13.9,804,215,38,1,0
CUS0007662,basic,72,14.1,10.49,443,300,18,1,0
CUS0006801,premium,61,110.41,5.62,677,216,26,0,0
CUS0003869,premium,45,103.51,14.7,855,228,66,2,1
CUS0002425,premium,38,61.84,8.05,166,277,25,4,1
CUS0007221,premium,36,79.73,15.71,520,75,11,0,0
CUS0007045,basic,70,26.27,16.18,703,25,31,1,0
CUS0005142,premium,60,77.05,0.0,663,145,0,1,0
CUS0006314, basic,18,21.55,12.02,521,250,4,2,1
CUS0003466,basic,25,28.68,9.16,805,228,0,0,0
CUS0007291,premium,12,84.35,5.53,472,125,22,3,1
CUS0002974,Basic,33,16.62,12.56,797,108,45,0,0
CUS0004942,Basic,35,16.47,0.0,254,233,7,0,0
CUS0002169,Standard,25,56.88,12.95,791,25,8,6,0
CUS0007399,basic,48,14.97,8.62,462,189,12,0,0
CUS0005078,basic,30,16.62,14.28,899,68,37,1,0
CUS0002749,basic,38,10.3,2.75,863,231,26,3,0
CUS0007988,standard,64,40.45,16.25,460,255,34,2,1
CUS0005514,standard,47,33.87,2.38,561,128,14,4,0
CUS0001656,basic,27,14.49,7.66,69,291,57,2,1
CUS0000290,premium,64,63.03,3.85,159,255,5,2,0
CUS0006499,PREMIUM,71,98.35,17.55,971,254,23,7,0
CUS0000702,standard,26,46.77,13.45,574,255,26,2,0
CUS0007054,standard,55,48.23,12.76,857,173,16,1,0
CUS0000513,basic,20,11.87,9.09,191,65,47,1,0
CUS0001350,basic,54,15.12,8.9,417,245,4,0,0
CUS0007407,standard,68,49.88,8.08,844,20,39,0,1
CUS0007238,basic,17,24.87,9.09,224,250,49,0,0
CUS0001726,standard,11,30.71,5.56,658,35,2,0,0
CUS0005137,basic,50,10.84,1.9,581,188,8,0,0
CUS0006511,basic,14,25.54,2.32,633,73,37,1,0
CUS0002305,basic,57,22.93,16.92,505,187,3,3,1
CUS0005492,Basic,2,22.97,14.44,286,152,56,5,1
CUS0000346,basic,4,21.8,6.69,342,78,49,0,0
CUS0000222,basic,49,26.31,,253,5,4,0,0
CUS0000882,BASIC,38,10.51,16.4,594,285,58,0,1
CUS0004786,basic,7,26.81,0.0,194,110,4,0,0
CUS0005355,Premium,62,77.72,0.0,547,177,38,0,0
CUS0007683,standard,68,51.92,5.4,242,295,50,0,1
CUS0000521,basic,10,14.5,9.46,561,135,12,4,1
CUS0007129,Standard,42,55.54,,577,168,13,0,0
CUS0000533,basic,36,18.42,7.43,4,273,44,0,0
CUS0003300,standard,67,50.33,12.07,958,196,35,2,0
CUS0000695,standard,55,41.77,11.12,69,142,29,1,0
CUS0002416,standard,8,67.07,6.74,201,188,17,1,1
CUS0004871,standard,39,39.79,13.97,422,234,32,2,0
CUS0001390,Standard,34,61.26,3.53,367,152,28,0,0
CUS0004505,premium,48,83.45,1.4,835,297,7,3,0
CUS0001768,basic,18,,3.02,834,130,11,0,0
CUS0000704,basic,54,,11.17,481,279,37,0,0
CUS0004153,standard,7,49.0,17.01,767,222,25,0,1
CUS0006413,standard,65,67.01,13.09,323,293,13,4,0
CUS0006232,basic,-5,,5.66,445,23,56,1,1
CUS0003931,basic,26,20.29,0.44,934,69,30,2,0
CUS0003344,standard,66,44.73,16.38,768,239,15,0,0
CUS0005627,basic,18,17.25,7.14,76,39,85,0,0
CUS0000466,basic,21,27.36,11.58,107,8,3,0,0
CUS0004010,standard,69,64.0,7.43,709,42,33,3,0
CUS0000124,basic,16,17.89,7.96,851,298,31,0,1
CUS0004797,standard,3,34.82,16.4,974,195,27,1,1
CUS0005037,basic,31,20.71,5.82,418,17,15,2,0
CUS0004101,basic,61,29.73,3.19,334,163,6,2,0
CUS0005009,basic,49,15.59,14.32,456,253,18,2,1
CUS0006013,basic,67,21.11,8.03,310,78,30,2,0
CUS0001333,premium,21,97.55,4.69,999,219,1,7,1
CUS0000226,standard,14,34.81,,36,102,50,0,0
CUS0002981,basic,62,11.23,11.65,191,48,45,0,0
CUS0007105,basic,18,,5.62,85,260,16,1,0
CUS0006184,premium,57,,11.24,720,13,42,6,0
CUS0001000, basic,10,28.72,14.12,387,123,70,0,1
CUS0000434,basic,30,23.88,4.57,279,127,3,0,0
CUS0005306, basic,59,25.47,5.97,625,9,10,0,0
CUS0007261,PREMIUM,8,63.1,,84,23,47,2,1
CUS0005912,basic,23,,6.01,956,35,47,1,1
CUS0007796,basic,1,19.89,6.59,987,271,55,2,0
CUS0004337,basic,10,27.07,9.94,486,278,41,4,1
CUS0002772,standard,60,50.29,27.6,868,254,42,1,0
CUS0003071,basic,13,18.75,10.75,60,24,47,0,0
CUS0004263,premium,63,106.66,11.78,175,235,34,0,0
CUS0003075,basic,13,26.92,1.38,0,34,18,3,1
CUS0000828,basic,2,21.56,7.72,786,48,4,2,0
CUS0003421,Basic,70,19.32,7.45,298,259,16,4,0
CUS0001303,basic,12,18.46,0.13,386,127,5,0,0
CUS0003267,basic,37,25.12,8.18,329,135,43,0,0
CUS0004331,basic,68,16.07,5.4,652,269,29,0,0
CUS0003455,basic,33,12.5,1.67,339,152,3,0,0
CUS0005442,basic,30,15.73,2.92,935,105,40,0,0
CUS0000781,standard,40,41.48,5.88,947,25,3,2,0
CUS0007411,basic,24,13.33,22.68,113,286,0,0,0
CUS0007900,standard,20,62.91,5.88,247,198,9,0,0
CUS0000438,basic,24,17.24,7.67,842,23,32,0,1
CUS0000997,premium,23,105.22,14.75,344,6,29,1,0
CUS0007572,standard,5,,9.76,310,248,3,0,0
CUS0001138,basic,61,27.06,0.0,606,79,10,0,0
CUS0004122,basic,6,14.57,0.0,482,158,47,1,1
CUS0004134,standard,72,69.73,16.83,532,55,2,4,0
CUS0006706,standard,31,52.27,13.02,754,224,34,1,0
CUS0000614,basic,13,12.21,0.26,264,260,31,3,1
CUS0005058,standard,38,59.9,0.0,103,241,28,4,0
CUS0005500,basic,15,15.04,13.12,269,75,9,0,0
CUS0007574,basic,69,28.72,15.11,737,37,20,0,0
CUS0005018,premium,50,95.25,5.44,446,261,10,5,0
CUS0000210,premium,9,66.11,12.9,957,139,40,0,0
CUS0001714,basic,17,29.37,15.41,344,137,28,0,0
CUS0000714,basic,33,15.11,10.88,475,255,14,0,0
CUS0000490,STANDARD,48,45.54,20.92,569,24,13,0,0
CUS0001901,basic,44,10.27,3.43,266,85,21,0,0
CUS0003189,basic,19,13.8,12.38,191,246,36,0,0
CUS0002569,basic,1,21.25,1.2,4,3,13,1,0
CUS0001675,basic,25,28.32,7.47,166,190,42,0,0
CUS0006484,basic,59,28.82,10.56,104,220,19,1,0
CUS0003558,Standard,21,49.07,7.28,375,39,43,0,0
CUS0001563,basic,29,19.22,4.54,320,263,26,6,0
CUS0002056,standard,49,36.48,9.72,262,268,47,0,0
CUS0002986, basic,57,16.88,14.98,985,21,34,1,0
CUS0006959,standard,38,64.46,21.05,326,122,28,1,0
CUS0005701,basic,13,18.87,1.36,434,293,76,1,0
CUS0002108,basic,16,27.73,8.94,919,72,7,5,0
CUS0005670,basic,17,17.54,0.0,954,105,22,0,0
CUS0007365,premium,23,,1.07,750,210,41,1,0
CUS0001381,premium,17,101.39,11.12,2,50,14,1,0
CUS0003597,basic,11,13.58,5.17,898,276,42,1,0
CUS0003250,standard,70,60.67,8.08,271,179,31,2,0
CUS0001485, standard,40,42.24,9.35,563,97,6,4,0
CUS0004380,BASIC,25,26.14,2.4,88,194,12,1,0
CUS0005888, basic,1,13.47,7.01,488,276,25,1,1
CUS0001309,standard,35,40.7,12.07,887,217,0,3,0
CUS0003750,standard,64,45.97,14.18,548,245,66,0,0
CUS0000306,basic,57,10.9,16.42,696,55,21,0,0
CUS0005736,basic,12,15.62,3.2,769,266,1,0,0
CUS0006025,basic,68,27.58,13.65,723,172,7,5,0
CUS0002973,basic,68,,7.8,926,221,32,0,0
CUS0006915,standard,68,47.64,7.66,113,95,3,5,0
CUS0001343,premium,30,90.37,7.3,315,157,18,1,0
CUS0006279,premium,28,117.11,11.66,253,90,11,3,0
CUS0001826,BASIC,25,22.73,9.61,562,47,38,0,0
CUS0000878,basic,56,13.32,0.12,283,128,19,0,0
CUS0002540,basic,66,,14.5,44,56,21,0,0
CUS0004932,Basic,46,28.26,9.91,15,249,56,4,1
CUS0006321,basic,47,20.16,4.77,261,126,52,2,0
CUS0003139,basic,46,17.82,8.05,790,293,41,6,1
CUS0005288,basic,24,28.72,10.72,970,78,19,0,0
CUS0001817,premium,31,79.8,12.96,561,22,11,2,0
CUS0004444,basic,41,11.67,,238,120,6,0,0
CUS0005707,standard,22,48.08,0.0,643,42,17,0,0
CUS0006762,basic,22,17.11,5.07,580,101,38,0,0
CUS0006222,basic,18,13.33,2.67,629,96,35,4,1
CUS0000403,standard,10,,14.5,136,103,36,2,1
CUS0002246,basic,65,14.8,,378,60,13,3,0
CUS0004412,basic,19,21.67,7.82,775,203,2,4,0
CUS0000941,premium,70,67.3,15.7,249,143,27,1,0
CUS0005423,basic,38,18.23,5.99,414,165,2,3,0
CUS0002669,basic,36,13.61,3.18,284,94,34,5,1
CUS0005516,basic,47,19.9,8.21,820,126,46,4,0
CUS0002511,standard,61,35.37,8.7,359,114,1,2,0
CUS0006545, premium,62,79.46,11.12,104,195,28,1,0
CUS0007331,basic,59,24.87,9.22,849,204,24,2,0
CUS0007828, standard,22,64.54,11.98,223,4,19,0,0
CUS0000884, basic,51,26.8,12.42,701,11,11,1,0
CUS0007888,premium,36,76.59,,672,80,22,0,1
CUS0002006,standard,33,64.73,5.83,868,219,19,0,1
CUS0005071,basic,70,16.67,7.34,696,15,15,1,0
CUS0001235,standard,21,57.22,9.12,810,212,1,2,0
CUS0005652,basic,70,,4.26,805,255,32,2,0
CUS0000847, premium,48,105.88,9.53,581,13,41,0,0
CUS0004083,premium,69,83.08,0.0,149,160,37,2,0
CUS0005350,basic,36,19.03,8.97,71,99,51,3,0
CUS0005560, basic,1,16.92,4.03,957,289,2,0,0
CUS0004456,premium,60,112.9,2.1,977,41,43,2,1
CUS0005979,standard,52,,4.46,993,76,16,0,0
CUS0007792,standard,63,68.82,0.0,981,250,48,1,1
CUS0002701,premium,53,65.13,9.6,47,281,35,2,1
CUS0001740,basic,72,24.57,0.0,459,248,17,2,0
CUS0001539,standard,7,67.76,1.38,549,47,2,0,0
CUS0001047,standard,4,,14.82,174,245,12,0,0
CUS0000181,basic,47,24.7,3.24,458,223,18,5,1
CUS0006876,basic,1,17.88,0.0,205,282,48,1,1
CUS0004563,standard,9,52.81,13.33,689,214,15,2,0
CUS0004862,standard,1,,1.72,171,45,1,0,0
CUS0006348,basic,29,23.23,8.5,515,178,44,0,0
CUS0000572,premium,66,91.46,8.07,631,272,1,0,0
CUS0001968,basic,12,27.57,9.32,775,143,8,2,0
CUS0003634,premium,53,119.02,5.54,227,46,0,1,0
CUS0006862,basic,8,15.95,9.93,301,141,11,0,1
CUS0006498,premium,29,108.62,7.62,401,33,14,1,0
CUS0001432,standard,58,31.03,11.83,236,68,72,5,0
CUS0001986,basic,47,14.07,6.44,436,108,16,0,0
CUS0003272,premium,42,107.7,4.9,910,53,18,0,0
CUS0007722,BASIC,56,25.55,6.06,123,224,8,0,0
CUS0006439,standard,55,38.96,6.93,643,191,30,2,0
CUS0003686,basic,56,24.04,1.55,493,177,8,3,0
CUS0001269,premium,70,76.19,19.35,370,274,29,1,0
CUS0001195,Basic,36,27.09,8.73,297,193,29,1,0
CUS0000114,standard,64,51.06,9.9,532,278,7,1,0
CUS0006919,basic,48,24.32,12.04,615,93,9,0,0
CUS0001220,basic,-5,18.78,,745,199,63,0,0
CUS0005339,premium,25,117.07,17.25,199,89,76,1,0
CUS0004769,premium,60,102.51,14.91,817,11,19,0,0
CUS0002189,standard,26,56.27,15.91,452,98,41,2,0
CUS0007590,standard,51,50.08,13.75,249,70,0,0,0
CUS0006553,premium,51,83.77,3.57,581,192,50,1,0
CUS0005162,standard,18,58.47,0.0,931,249,24,0,0
CUS0001187,standard,3,47.14,4.81,120,88,64,0,1
CUS0007007,standard,26,53.51,3.67,560,116,6,4,0
